Post,Date,Views,Replies,Upvotes,Link,Resolved
Question on CDR information,05-09-2018,46,1,0,https://supportforums.cisco.com//t5/ip-telephony/question-on-cdr-information/td-p/3380959,0
DND between Jabber and Phones do not sy,03-05-2018,262,11,0,https://supportforums.cisco.com//t5/ip-telephony/dnd-between-jabber-and-phones-do-not-sync/td-p/3342616,0
Basic query regarding Cisco IP Phone fi,05-09-2018,68,2,0,https://supportforums.cisco.com//t5/ip-telephony/basic-query-regarding-cisco-ip-phone-firmware/td-p/3380688,0
CP8831,05-09-2018,113,1,0,https://supportforums.cisco.com//t5/ip-telephony/cp-8831/td-p/3380836,1
Unable to connect to SMTP host,05-03-2018,120,9,0,https://supportforums.cisco.com//t5/ip-telephony/unable-to-connect-to-smtp-host/td-p/3377422,0
Pressing 0 Busy Signal  Dumping Call,05-09-2018,77,4,0,https://supportforums.cisco.com//t5/ip-telephony/pressing-0-busy-signal-amp-dumping-call/td-p/3380740,0
Need to block the particular incoming n,05-09-2018,41,1,0,https://supportforums.cisco.com//t5/ip-telephony/need-to-block-the-particular-incoming-number-in-sip/td-p/3380795,0
voice class servergroup and sipoption,05-08-2018,91,2,0,https://supportforums.cisco.com//t5/ip-telephony/voice-class-server-group-and-sip-options-keepalive/td-p/3380441,0
CUCM11 Conference Now participants,05-08-2018,147,2,0,https://supportforums.cisco.com//t5/ip-telephony/cucm11-conference-now-participants/td-p/3380459,1
Cisco CUCM 1052 SIP trunk to Rauland ,09-10-2015,518,7,9,https://supportforums.cisco.com//t5/ip-telephony/cisco-cucm-10-5-2-sip-trunk-to-rauland-telecenter-campus-6921/td-p/2746016,0
Cisco IP Phone 7942G EAPTLS Issue,05-09-2018,61,2,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-ip-phone-7942-g-eap-tls-issue/td-p/3380673,0
CSCsl24795  Phones are subject to code,06-10-2010,516,1,0,https://supportforums.cisco.com//t5/ip-telephony/cscsl24795-phones-are-subject-to-codec-lock-due-to-call/td-p/1481118,0
Are all the phone firmware needed for C,05-09-2018,99,2,0,https://supportforums.cisco.com//t5/ip-telephony/are-all-the-phone-firmware-needed-for-cme/td-p/3380682,1
CDR Query,05-08-2018,118,5,0,https://supportforums.cisco.com//t5/ip-telephony/cdr-query/td-p/3379882,0
Cisco 2901  Media AntiTrombone disapp,05-04-2018,94,4,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-2901-media-anti-trombone-disappearing-after-reboot/td-p/3377837,0
7916 blue screen not posible config SD,03-29-2011,683,2,0,https://supportforums.cisco.com//t5/ip-telephony/7916-blue-screen-not-posible-config-sd-button-in-expansion/td-p/1621020,0
network unavailable in 7821 phones,05-08-2018,160,2,5,https://supportforums.cisco.com//t5/ip-telephony/network-unavailable-in-7821-phones/td-p/3379875,0
Caller ID issue,05-07-2018,137,4,5,https://supportforums.cisco.com//t5/ip-telephony/caller-id-issue/td-p/3379811,1
How can I use the speaker and camera in,06-19-2015,1079,6,5,https://supportforums.cisco.com//t5/ip-telephony/how-can-i-use-the-speaker-and-camera-in-dx80-when-using-with-pc/td-p/2689901,0
VCS to CUCM TLS Issues,05-07-2018,142,4,0,https://supportforums.cisco.com//t5/ip-telephony/vcs-to-cucm-tls-issues/td-p/3379644,1
7832 CUCM Registration,10-19-2017,997,13,35,https://supportforums.cisco.com//t5/ip-telephony/7832-cucm-registration/td-p/3201592,1
Maximum Particpants for Conference Now,03-20-2018,585,9,10,https://supportforums.cisco.com//t5/ip-telephony/maximum-particpants-for-conference-now/td-p/3352042,1
Cisco IOS version 1514M12a,05-08-2018,172,1,5,https://supportforums.cisco.com//t5/ip-telephony/cisco-ios-version-15-1-4-m12a/td-p/3380081,1
8851 and 8861 SIP freeze occasionally,04-28-2015,6101,66,10,https://supportforums.cisco.com//t5/ip-telephony/8851-and-8861-sip-freeze-occasionally/td-p/2670805,0
Background Image Randomly Changed on 88,05-04-2018,95,3,0,https://supportforums.cisco.com//t5/ip-telephony/background-image-randomly-changed-on-8861-ip-phones/td-p/3378226,0
E164 Standard  As to configure Extern,05-07-2018,142,8,0,https://supportforums.cisco.com//t5/ip-telephony/e-164-standard-as-to-configure-external-phone-number-mask/td-p/3379573,0
CUCM corporate directory address book,05-07-2018,163,6,5,https://supportforums.cisco.com//t5/ip-telephony/cucm-corporate-directory-address-book/td-p/3379547,1
8831 one way audio,04-11-2018,764,16,0,https://supportforums.cisco.com//t5/ip-telephony/8831-one-way-audio/td-p/3364501,0
CUCM conference Bridge not registered,05-07-2018,166,20,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-conference-bridge-not-registered/td-p/3379235,0
Giving caller option to leave voice mes,05-08-2018,113,2,0,https://supportforums.cisco.com//t5/ip-telephony/giving-caller-option-to-leave-voice-message-using-cucm-native/td-p/3379917,1
Disable DESCBC3SHA cipher CWE 326 in ,05-08-2018,143,0,0,https://supportforums.cisco.com//t5/ip-telephony/disable-des-cbc3-sha-cipher-cwe-326-in-tms/td-p/3379874,0
CME 11  Dial peer isses need assistan,05-05-2018,211,11,5,https://supportforums.cisco.com//t5/ip-telephony/cme-11-dial-peer-isses-need-assistance/td-p/3378738,0
7962 Freezes if call comes in while che,05-04-2018,126,5,0,https://supportforums.cisco.com//t5/ip-telephony/7962-freezes-if-call-comes-in-while-checking-voicemail/td-p/3378280,0
Error Message 1459617833 CCMSIP503,05-07-2018,98,4,0,https://supportforums.cisco.com//t5/ip-telephony/error-message-quot-1459617833-ccm-sip-503-service-unavailable/td-p/3379519,0
Emergency phone immediately disconnects,05-07-2018,74,5,0,https://supportforums.cisco.com//t5/ip-telephony/emergency-phone-immediately-disconnects-after-dialing-vg204xm-to/td-p/3379333,0
CUC Express AABusinessOpenwav corrupte,05-07-2018,128,0,0,https://supportforums.cisco.com//t5/ip-telephony/cuc-express-aabusinessopen-wav-corrupted/td-p/3379486,0
New Install of Call Manager 115,04-10-2018,205,15,0,https://supportforums.cisco.com//t5/ip-telephony/new-install-of-call-manager-11-5/td-p/3363735,0
Unable to Preallocate H225,05-07-2018,53,1,0,https://supportforums.cisco.com//t5/ip-telephony/unable-to-pre-allocate-h225/td-p/3379381,0
Cisco IP Conference Phone 7937g registr,05-03-2018,148,10,20,https://supportforums.cisco.com//t5/ip-telephony/cisco-ip-conference-phone-7937g-registration-failed/td-p/3377296,0
No ring back tone Incoming call to CUC,04-26-2018,185,8,0,https://supportforums.cisco.com//t5/ip-telephony/no-ring-back-tone-incoming-call-to-cucm-via-cube-ivr-tcl/td-p/3373977,0
ISDN Se01015 BAD FRAME0x00017F iss,05-06-2018,101,4,5,https://supportforums.cisco.com//t5/ip-telephony/isdn-se0-1-0-15-bad-frame-0x00017f-issue/td-p/3379031,0
SCCP Media RTP Port Customization,05-05-2018,210,5,5,https://supportforums.cisco.com//t5/ip-telephony/sccp-media-rtp-port-customization/td-p/3378719,1
CUCM VM  usage is very high,05-06-2018,119,3,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-vm-usage-is-very-high/td-p/3378862,0
CUCM 91 Backup issue Local Agent is n,10-17-2013,11728,13,30,https://supportforums.cisco.com//t5/ip-telephony/cucm-9-1-backup-issue-local-agent-is-not-responding/td-p/2290327,1
Jabber call issues  VDI environment,05-03-2018,105,2,0,https://supportforums.cisco.com//t5/ip-telephony/jabber-call-issues-vdi-environment/td-p/3377775,0
phone label for 8800 series phones,07-30-2015,308,4,0,https://supportforums.cisco.com//t5/ip-telephony/phone-label-for-8800-series-phones/td-p/2696848,0
Connect two CUCM remote cluster with di,05-05-2018,279,23,0,https://supportforums.cisco.com//t5/ip-telephony/connect-two-cucm-remote-cluster-with-different-lines-sip-e1/td-p/3378609,1
Cisco 6921 Firmware Upgrade From CME,04-25-2018,342,13,10,https://supportforums.cisco.com//t5/ip-telephony/cisco-6921-firmware-upgrade-from-cme/td-p/3372780,1
MGCP QSIG E1 ringback tone issue,04-05-2011,4827,9,9,https://supportforums.cisco.com//t5/ip-telephony/mgcp-qsig-e1-ringback-tone-issue/td-p/1664811,0
Cisco 7821 softkey issues,01-09-2015,1393,6,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-7821-softkey-issues/td-p/2575641,0
No Audio ITSP with CUBE and UCCX,03-26-2017,157,7,0,https://supportforums.cisco.com//t5/ip-telephony/no-audio-itsp-with-cube-and-uccx/td-p/3026272,0
CME IP Phone Time Mismatch,05-06-2018,157,0,0,https://supportforums.cisco.com//t5/ip-telephony/cme-ip-phone-time-mismatch/td-p/3378819,0
Unable to join Meet me conference from ,03-25-2014,397,13,0,https://supportforums.cisco.com//t5/ip-telephony/unable-to-join-meet-me-conference-from-outside-did-number/td-p/2444039,0
How to remove red led from Ipphone cisc,04-24-2018,175,9,0,https://supportforums.cisco.com//t5/ip-telephony/how-to-remove-red-led-from-ipphone-cisco-8851/td-p/3372152,0
Interpret CUCM 10x License Usage,05-04-2018,180,3,5,https://supportforums.cisco.com//t5/ip-telephony/interpret-cucm-10-x-license-usage/td-p/3378464,1
How to remove fallbackdn Config from V,10-18-2012,1485,2,0,https://supportforums.cisco.com//t5/ip-telephony/how-to-remove-fallback-dn-config-from-vg224/td-p/2069842,0
Caller ID showing numberfqdnsubscriber,06-07-2017,119,2,0,https://supportforums.cisco.com//t5/ip-telephony/caller-id-showing-number-fqdnsubscriber/td-p/3031750,0
CME SIP phone unregiestered issue,05-04-2018,116,6,0,https://supportforums.cisco.com//t5/ip-telephony/cme-sip-phone-unregiestered-issue/td-p/3378200,0
MOH not working for all users,05-03-2018,114,4,5,https://supportforums.cisco.com//t5/ip-telephony/moh-not-working-for-all-users/td-p/3377546,0
SIP trunk CUBE and CUCM 712,05-01-2018,166,3,5,https://supportforums.cisco.com//t5/ip-telephony/sip-trunk-cube-and-cucm-7-1-2/td-p/3376281,1
simultaneous calls random fails,05-04-2018,144,1,0,https://supportforums.cisco.com//t5/ip-telephony/simultaneous-calls-random-fails/td-p/3378369,1
CME CFA to external issues afer upgra,05-04-2018,67,6,0,https://supportforums.cisco.com//t5/ip-telephony/cme-cfa-to-external-issues-afer-upgrade/td-p/3378121,0
Cannot Change Ringtones,05-03-2018,90,2,0,https://supportforums.cisco.com//t5/ip-telephony/cannot-change-ringtones/td-p/3377467,0
No name is diplayed on the QSIG call wi,12-09-2008,2596,16,0,https://supportforums.cisco.com//t5/ip-telephony/no-name-is-diplayed-on-the-qsig-call-with-alcatel-4400/td-p/1117954,0
Cisco Phones Redbox Recorder  only on,05-04-2018,137,0,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-phones-redbox-recorder-only-one-side-of-the-conversation/td-p/3378239,0
How to get the screenshot of cisco phon,05-04-2018,89,6,0,https://supportforums.cisco.com//t5/ip-telephony/how-to-get-the-screenshot-of-cisco-phone-7942/td-p/3378027,0
Emergency Location ELIN Support or Ci,08-23-2017,334,2,1,https://supportforums.cisco.com//t5/ip-telephony/emergency-location-elin-support-or-cisco-emergency-responder/td-p/3174774,1
Switch configuration to trunk voice and,07-14-2009,446,6,0,https://supportforums.cisco.com//t5/ip-telephony/switch-configuration-to-trunk-voice-and-data-vlan/td-p/1338228,0
CUCM SIP Invite with FQDN,08-25-2016,1010,11,15,https://supportforums.cisco.com//t5/ip-telephony/cucm-sip-invite-with-fqdn/td-p/2953923,0
2N Helios IP force not registered wih C,05-04-2018,86,7,0,https://supportforums.cisco.com//t5/ip-telephony/2n-helios-ip-force-not-registered-wih-cme/td-p/3378011,0
Application Error when adding IPT clust,05-04-2018,60,3,0,https://supportforums.cisco.com//t5/ip-telephony/application-error-when-adding-ipt-cluster-to-elm/td-p/3378010,0
Call Forward All not working for inboun,05-04-2018,76,4,0,https://supportforums.cisco.com//t5/ip-telephony/call-forward-all-not-working-for-inbound-calls/td-p/3377956,0
Dial peer preference,03-14-2017,570,9,5,https://supportforums.cisco.com//t5/ip-telephony/dial-peer-preference/td-p/3058234,1
Can´t add IP phone 7821 to CUCME,05-02-2018,236,10,20,https://supportforums.cisco.com//t5/ip-telephony/can-t-add-ip-phone-7821-to-cucme/td-p/3376646,1
What debugs should I pull for T38 faxi,05-03-2018,75,2,0,https://supportforums.cisco.com//t5/ip-telephony/what-debugs-should-i-pull-for-t-38-faxing-issues-on-an-mgcp-pri/td-p/3377737,0
IVR Server Not answering Calls,04-26-2018,228,10,0,https://supportforums.cisco.com//t5/ip-telephony/ivr-server-not-answering-calls/td-p/3374070,0
CUBE HA  Port Channels,05-26-2015,473,15,10,https://supportforums.cisco.com//t5/ip-telephony/cube-ha-port-channels/td-p/2702725,0
ATA 190 not register to CUCM 1101,04-16-2018,160,2,0,https://supportforums.cisco.com//t5/ip-telephony/ata-190-not-register-to-cucm-11-0-1/td-p/3366563,0
Cisco 7945 Will Not Register With CUCM ,05-01-2018,123,4,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-7945-will-not-register-with-cucm-using-alternate-tftp/td-p/3375926,0
SNR calls to deskphone voicemail,05-01-2018,98,5,0,https://supportforums.cisco.com//t5/ip-telephony/snr-calls-to-deskphone-voicemail/td-p/3375828,0
Single phone displays Unknown for any,10-14-2013,868,6,0,https://supportforums.cisco.com//t5/ip-telephony/single-phone-displays-quot-unknown-quot-for-any-inbound-calls/td-p/2334082,0
CUBE  MinSE timer,04-27-2018,208,6,5,https://supportforums.cisco.com//t5/ip-telephony/cube-amp-min-se-timer/td-p/3374335,0
Hairpinned call SIP to SIP same provid,05-01-2018,107,2,5,https://supportforums.cisco.com//t5/ip-telephony/hairpinned-call-sip-to-sip-same-provider/td-p/3376214,0
Dialpeer assistance,05-03-2018,102,5,5,https://supportforums.cisco.com//t5/ip-telephony/dial-peer-assistance/td-p/3377351,0
Looking for the final firmware for a 79,05-01-2018,157,11,0,https://supportforums.cisco.com//t5/ip-telephony/looking-for-the-final-firmware-for-a-7970g/td-p/3375883,0
Skype for business connect with Cisco S,05-03-2018,220,0,0,https://supportforums.cisco.com//t5/ip-telephony/skype-for-business-connect-with-cisco-spark-room-kit/td-p/3377626,0
cucm manager drops incoming anonymous,07-12-2015,1241,5,5,https://supportforums.cisco.com//t5/ip-telephony/cucm-manager-drops-incoming-quot-anonymous-quot-or-quot/td-p/2711502,0
Cisco SBC  adjancency sip under remo,05-02-2018,106,3,5,https://supportforums.cisco.com//t5/ip-telephony/cisco-sbc-adjancency-sip-under-remote-address-signalling-peer-is/td-p/3376927,0
90000 Paperweight,04-30-2018,208,4,5,https://supportforums.cisco.com//t5/ip-telephony/900-00-paperweight/td-p/3375623,1
CUCM 86 Replication cluster status 3,05-27-2013,1322,23,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-8-6-replication-cluster-status-3/td-p/2257390,0
Extension Mobility CC Experts wanted ,05-03-2018,58,1,0,https://supportforums.cisco.com//t5/ip-telephony/extension-mobility-cc-experts-wanted-cucm-cuc-pin-sync/td-p/3377539,0
Unable to disable Web Access with BAT t,04-30-2018,219,10,0,https://supportforums.cisco.com//t5/ip-telephony/unable-to-disable-web-access-with-bat-tool-for-7925-7937/td-p/3375609,1
Call Forward All is not working when an,05-01-2018,141,4,0,https://supportforums.cisco.com//t5/ip-telephony/call-forward-all-is-not-working-when-any-body-calls-from-outside/td-p/3375867,1
Advice about FXS Port configuration for,11-14-2014,1636,9,3,https://supportforums.cisco.com//t5/ip-telephony/advice-about-fxs-port-configuration-for-connecting-to-modems/td-p/2606950,0
isdn t1 voice calls hardware validation,05-03-2018,56,1,0,https://supportforums.cisco.com//t5/ip-telephony/isdn-t1-voice-calls-hardware-validation/td-p/3377417,0
Cisco IP Phone 7912 Rebooting,05-09-2015,300,12,5,https://supportforums.cisco.com//t5/ip-telephony/cisco-ip-phone-7912-rebooting/td-p/2721364,0
Cisco Jabber Softphone not working,10-10-2013,1181,21,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-jabber-softphone-not-working/td-p/2305086,0
Enterprise Alternate Numbers Forwarding,04-18-2018,113,6,0,https://supportforums.cisco.com//t5/ip-telephony/enterprise-alternate-numbers-forwarding-to-unity-connection/td-p/3368105,0
Primary DNS change,05-03-2018,86,4,0,https://supportforums.cisco.com//t5/ip-telephony/primary-dns-change/td-p/3377247,0
CUCM logs,05-02-2018,124,4,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-logs/td-p/3376932,0
Alternate prompt for Voicemail when dev,05-03-2018,81,1,0,https://supportforums.cisco.com//t5/ip-telephony/alternate-prompt-for-voicemail-when-device-is-unregistered/td-p/3377203,1
Set CFALL per script on CUCM 115,03-22-2018,168,3,0,https://supportforums.cisco.com//t5/ip-telephony/set-cfall-per-script-on-cucm-11-5/td-p/3353487,1
Will the change in DNS in CUCM 9x will,04-22-2018,199,2,5,https://supportforums.cisco.com//t5/ip-telephony/will-the-change-in-dns-in-cucm-9-x-will-affect-the-license/td-p/3370589,1
ciro voip,09-16-2017,257,8,0,https://supportforums.cisco.com//t5/ip-telephony/ciro-voip/td-p/3184987,0
SIP Basic Trace Analysis,01-12-2017,869,18,50,https://supportforums.cisco.com//t5/ip-telephony/sip-basic-trace-analysis/td-p/2990123,1
Cisco unity connection 115 delete user,05-01-2018,153,2,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-unity-connection-11-5-delete-user-error/td-p/3376201,1
Unity Connection 105 swapping mailbox ,05-01-2018,85,2,5,https://supportforums.cisco.com//t5/ip-telephony/unity-connection-10-5-swapping-mailbox-users/td-p/3375989,0
Cisco Jaber setup in Apple iPhone,05-02-2018,123,5,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-jaber-setup-in-apple-iphone/td-p/3376410,0
“Error occurred One or more record did,05-02-2018,73,2,0,https://supportforums.cisco.com//t5/ip-telephony/error-occurred-one-or-more-record-did-not-get-deleted-4917/td-p/3376517,0
sip trunk and srst mode,06-28-2017,298,5,5,https://supportforums.cisco.com//t5/ip-telephony/sip-trunk-and-srst-mode/td-p/3029284,0
Cannot disable phoneloadsupport,05-02-2018,72,3,10,https://supportforums.cisco.com//t5/ip-telephony/cannot-disable-phoneload-support/td-p/3376681,1
Unable to delete users in Cisco Unity C,12-22-2016,339,5,0,https://supportforums.cisco.com//t5/ip-telephony/unable-to-delete-users-in-cisco-unity-connection/td-p/2997589,1
CUCM 12  AdHoc Conference does not wo,04-24-2018,222,7,5,https://supportforums.cisco.com//t5/ip-telephony/cucm-12-ad-hoc-conference-does-not-work/td-p/3371825,1
Issue CUBE HA ISR 4331,04-30-2018,177,4,10,https://supportforums.cisco.com//t5/ip-telephony/issue-cube-ha-isr-4331/td-p/3375466,0
7961 Directory,05-01-2018,76,1,0,https://supportforums.cisco.com//t5/ip-telephony/7961-directory/td-p/3376372,0
HELP One way Audio NIM 4EM 4351 ISR,04-18-2018,149,4,0,https://supportforums.cisco.com//t5/ip-telephony/help-one-way-audio-nim-4e-m-4351-isr/td-p/3368420,0
